CommonName,Species,Genus,Family,Order,Subclass
Goodfellow's Tree Kangaroo,Dendrolagus_goodfellowi,Dendrolagus,Macropodidae,Diprotodontia,Theria
Grizzled Tree Kangaroo,Dendrolagus_inustus,Dendrolagus,Macropodidae,Diprotodontia,Theria
Lumholtz's Tree Kangaroo,Dendrolagus_lumholtzi,Dendrolagus,Macropodidae,Diprotodontia,Theria
Huon Tree Kangaroo,Dendrolagus_matschiei,Dendrolagus,Macropodidae,Diprotodontia,Theria
Wondiwoi Tree Kangaroo,Dendrolagus_mayri,Dendrolagus,Macropodidae,Diprotodontia,Theria
Dingiso,Dendrolagus_mbaiso,Dendrolagus,Macropodidae,Diprotodontia,Theria
Ifola Tree Kangaroo,Dendrolagus_notatus,Dendrolagus,Macropodidae,Diprotodontia,Theria
Golden-mantled Tree Kangaroo,Dendrolagus_pulcherrimus,Dendrolagus,Macropodidae,Diprotodontia,Theria
Scott's Tree Kangaroo,Dendrolagus_scottae,Dendrolagus,Macropodidae,Diprotodontia,Theria
Lowland Tree Kangaroo,Dendrolagus_spadix,Dendrolagus,Macropodidae,Diprotodontia,Theria
Seri's Tree Kangaroo,Dendrolagus_stellarum,Dendrolagus,Macropodidae,Diprotodontia,Theria
Vogelkop Tree Kangaroo,Dendrolagus_ursinus,Dendrolagus,Macropodidae,Diprotodontia,Theria
Allied Rock Wallaby,Petrogale_assimilis,Petrogale,Macropodidae,Diprotodontia,Theria
Short-eared Rock Wallaby,Petrogale_brachyotis,Petrogale,Macropodidae,Diprotodontia,Theria
Monjon,Petrogale_burbidgei,Petrogale,Macropodidae,Diprotodontia,Theria
Cape York Rock Wallaby,Petrogale_coenensis,Petrogale,Macropodidae,Diprotodontia,Theria
Nabarlek,Petrogale_concinna,Petrogale,Macropodidae,Diprotodontia,Theria
Godman's Rock Wallaby,Petrogale_godmani,Petrogale,Macropodidae,Diprotodontia,Theria
Herbert's Rock Wallaby,Petrogale_herberti,Petrogale,Macropodidae,Diprotodontia,Theria
Unadorned Rock Wallaby,Petrogale_inornata,Petrogale,Macropodidae,Diprotodontia,Theria
Black-footed Rock Wallaby,Petrogale_lateralis,Petrogale,Macropodidae,Diprotodontia,Theria
Mareeba Rock Wallaby,Petrogale_mareeba,Petrogale,Macropodidae,Diprotodontia,Theria
Brush-tailed Rock Wallaby,Petrogale_penicillata,Petrogale,Macropodidae,Diprotodontia,Theria
Proserpine Rock Wallaby,Petrogale_persephone,Petrogale,Macropodidae,Diprotodontia,Theria
Purple-necked Rock Wallaby,Petrogale_purpureicollis,Petrogale,Macropodidae,Diprotodontia,Theria
Rothschild's Rock Wallaby,Petrogale_rothschildi,Petrogale,Macropodidae,Diprotodontia,Theria
Sharman's Rock Wallaby,Petrogale_sharmani,Petrogale,Macropodidae,Diprotodontia,Theria
Wilkins's Rock Wallaby,Petrogale_wilkinsi,Petrogale,Macropodidae,Diprotodontia,Theria
Yellow-footed Rock Wallaby,Petrogale_xanthopus,Petrogale,Macropodidae,Diprotodontia,Theria
Rufous-bellied Pademelon,Thylogale_billardierii,Thylogale,Macropodidae,Diprotodontia,Theria
New Guinea Pademelon,Thylogale_brownii,Thylogale,Macropodidae,Diprotodontia,Theria
Dusky Pademelon,Thylogale_brunii,Thylogale,Macropodidae,Diprotodontia,Theria
Calaby's Pademelon,Thylogale_calabyi,Thylogale,Macropodidae,Diprotodontia,Theria
Red-legged Pademelon,Thylogale_stigmatica,Thylogale,Macropodidae,Diprotodontia,Theria
Red-necked Pademelon,Thylogale_thetis,Thylogale,Macropodidae,Diprotodontia,Theria
Black Forest Wallaby,Dorcopsis_atrata,Dorcopsis,Macropodidae,Diprotodontia,Theria
White-striped Forest Wallaby,Dorcopsis_hageni,Dorcopsis,Macropodidae,Diprotodontia,Theria
Gray Forest Wallaby,Dorcopsis_luctuosa,Dorcopsis,Macropodidae,Diprotodontia,Theria
Brown Forest Wallaby,Dorcopsis_muelleri,Dorcopsis,Macropodidae,Diprotodontia,Theria
Macleay's Forest Wallaby,Dorcopsulus_macleayi,Dorcopsulus,Macropodidae,Diprotodontia,Theria
Small Forest Wallaby,Dorcopsulus_vanheurni,Dorcopsulus,Macropodidae,Diprotodontia,Theria
Central Hare Wallaby,Lagorchestes_asomatus,Lagorchestes,Macropodidae,Diprotodontia,Theria
Spectacled Hare Wallaby,Lagorchestes_conspicillatus,Lagorchestes,Macropodidae,Diprotodontia,Theria
Rufous Hare Wallaby,Lagorchestes_hirsutus,Lagorchestes,Macropodidae,Diprotodontia,Theria
Eastern Hare Wallaby,Lagorchestes_leporides,Lagorchestes,Macropodidae,Diprotodontia,Theria
Western Gray Kangaroo,Macropus_fuliginosus,Macropus,Macropodidae,Diprotodontia,Theria
Eastern Gray Kangaroo,Macropus_giganteus,Macropus,Macropodidae,Diprotodontia,Theria
Agile Wallaby,Notamacropus_agilis,Notamacropus,Macropodidae,Diprotodontia,Theria
Black-striped Wallaby,Notamacropus_dorsalis,Notamacropus,Macropodidae,Diprotodontia,Theria
Tammar Wallaby,Notamacropus_eugenii,Notamacropus,Macropodidae,Diprotodontia,Theria
Toolache Wallaby,Notamacropus_greyi,Notamacropus,Macropodidae,Diprotodontia,Theria
Western Brush Wallaby,Notamacropus_irma,Notamacropus,Macropodidae,Diprotodontia,Theria
Parma Wallaby,Notamacropus_parma,Notamacropus,Macropodidae,Diprotodontia,Theria
Whip-tailed Wallaby,Notamacropus_parryi,Notamacropus,Macropodidae,Diprotodontia,Theria
Red-necked Wallaby,Notamacropus_rufogriseus,Notamacropus,Macropodidae,Diprotodontia,Theria
Bridled Nail-tailed Wallaby,Onychogalea_frenata,Onychogalea,Macropodidae,Diprotodontia,Theria
Crescent Nail-tailed Wallaby,Onychogalea_lunata,Onychogalea,Macropodidae,Diprotodontia,Theria
Northern Nail-tailed Wallaby,Onychogalea_unguifera,Onychogalea,Macropodidae,Diprotodontia,Theria
Antilopine Wallaroo,Osphranter_antilopinus,Osphranter,Macropodidae,Diprotodontia,Theria
Black Wallaroo,Osphranter_bernardus,Osphranter,Macropodidae,Diprotodontia,Theria
Common Wallaroo,Osphranter_robustus,Osphranter,Macropodidae,Diprotodontia,Theria
Red Kangaroo,Osphranter_rufus,Osphranter,Macropodidae,Diprotodontia,Theria
Swamp Wallaby,Wallabia_bicolor,Wallabia,Macropodidae,Diprotodontia,Theria
Quokka,Setonix_brachyurus,Setonix,Macropodidae,Diprotodontia,Theria
Rufous Bettong,Aepyprymnus_rufescens,Aepyprymnus,Potoroidae,Diprotodontia,Theria
Desert Bettong,Bettongia_anhydra,Bettongia,Potoroidae,Diprotodontia,Theria
Eastern Bettong,Bettongia_gaimardi,Bettongia,Potoroidae,Diprotodontia,Theria
Burrowing Bettong,Bettongia_lesueur,Bettongia,Potoroidae,Diprotodontia,Theria
Brush-tailed Bettong,Bettongia_penicillata,Bettongia,Potoroidae,Diprotodontia,Theria
Nullarbor Dwarf Bettong,Bettongia_pusilla,Bettongia,Potoroidae,Diprotodontia,Theria
Northern Bettong,Bettongia_tropica,Bettongia,Potoroidae,Diprotodontia,Theria
Desert Rat Kangaroo,Caloprymnus_campestris,Caloprymnus,Potoroidae,Diprotodontia,Theria
Gilbert's Potoroo,Potorous_gilbertii,Potorous,Potoroidae,Diprotodontia,Theria
Long-footed Potoroo,Potorous_longipes,Potorous,Potoroidae,Diprotodontia,Theria
Broad-faced Potoroo,Potorous_platyops,Potorous,Potoroidae,Diprotodontia,Theria
Long-nosed Potoroo,Potorous_tridactylus,Potorous,Potoroidae,Diprotodontia,Theria
Broad-toed Feather-tailed Glider,Acrobates_frontalis,Acrobates,Acrobatidae,Diprotodontia,Theria
Narrow-toed Feather-tailed Glider,Acrobates_pygmaeus,Acrobates,Acrobatidae,Diprotodontia,Theria
Feather-tailed Possum,Distoechurus_pennatus,Distoechurus,Acrobatidae,Diprotodontia,Theria
Arfak Striped Possum,Dactylopsila_kambuayai,Dactylopsila,Petauridae,Diprotodontia,Theria
Great-tailed Striped Possum,Dactylopsila_megalura,Dactylopsila,Petauridae,Diprotodontia,Theria
Long-fingered Striped Possum,Dactylopsila_palpator,Dactylopsila,Petauridae,Diprotodontia,Theria
Tate's Striped Possum,Dactylopsila_tatei,Dactylopsila,Petauridae,Diprotodontia,Theria
Torresian Striped Possum,Dactylopsila_trivirgata,Dactylopsila,Petauridae,Diprotodontia,Theria
Leadbeater's Possum,Gymnobelideus_leadbeateri,Gymnobelideus,Petauridae,Diprotodontia,Theria
Northern Glider,Petaurus_abidi,Petaurus,Petauridae,Diprotodontia,Theria
Savanna Glider,Petaurus_ariel,Petaurus,Petauridae,Diprotodontia,Theria
Yellow-bellied Glider,Petaurus_australis,Petaurus,Petauridae,Diprotodontia,Theria
Biak Glider,Petaurus_biacensis,Petaurus,Petauridae,Diprotodontia,Theria
Sugar Glider,Petaurus_breviceps,Petaurus,Petauridae,Diprotodontia,Theria
Mahogany Glider,Petaurus_gracilis,Petaurus,Petauridae,Diprotodontia,Theria
Squirrel Glider,Petaurus_norfolcensis,Petaurus,Petauridae,Diprotodontia,Theria
Krefft's Glider,Petaurus_notatus,Petaurus,Petauridae,Diprotodontia,Theria
New Guinea Glider,Petaurus_papuanus,Petaurus,Petauridae,Diprotodontia,Theria
Lemuroid Ring-tailed Possum,Hemibelideus_lemuroides,Hemibelideus,Pseudocheiridae,Diprotodontia,Theria
Central Greater Glider,Petauroides_armillatus,Petauroides,Pseudocheiridae,Diprotodontia,Theria
Northern Greater Glider,Petauroides_minor,Petauroides,Pseudocheiridae,Diprotodontia,Theria
Southern Greater Glider,Petauroides_volans,Petauroides,Pseudocheiridae,Diprotodontia,Theria
Western Ring-tailed Possum,Pseudocheirus_occidentalis,Pseudocheirus,Pseudocheiridae,Diprotodontia,Theria
Eastern Ring-tailed Possum,Pseudocheirus_peregrinus,Pseudocheirus,Pseudocheiridae,Diprotodontia,Theria
Lowland Ring-tailed Possum,Pseudochirulus_canescens,Pseudochirulus,Pseudocheiridae,Diprotodontia,Theria
Weyland Ring-tailed Possum,Pseudochirulus_caroli,Pseudochirulus,Pseudocheiridae,Diprotodontia,Theria
Daintree River Ring-tailed Possum,Pseudochirulus_cinereus,Pseudochirulus,Pseudocheiridae,Diprotodontia,Theria
Painted Ring-tailed Possum,Pseudochirulus_forbesi,Pseudochirulus,Pseudocheiridae,Diprotodontia,Theria
Herbert River Ring-tailed Possum,Pseudochirulus_herbertensis,Pseudochirulus,Pseudocheiridae,Diprotodontia,Theria
Masked Ring-tailed Possum,Pseudochirulus_larvatus,Pseudochirulus,Pseudocheiridae,Diprotodontia,Theria
Pygmy Ring-tailed Possum,Pseudochirulus_mayeri,Pseudochirulus,Pseudocheiridae,Diprotodontia,Theria
Arfak Ring-tailed Possum,Pseudochirulus_schlegelii,Pseudochirulus,Pseudocheiridae,Diprotodontia,Theria
D'Albertis's Ring-tailed Possum,Pseudochirops_albertisii,Pseudochirops,Pseudocheiridae,Diprotodontia,Theria
Green Ring-tailed Possum,Pseudochirops_archeri,Pseudochirops,Pseudocheiridae,Diprotodontia,Theria
Plush-coated Ring-tailed Possum,Pseudochirops_corinnae,Pseudochirops,Pseudocheiridae,Diprotodontia,Theria
Reclusive Ring-tailed Possum,Pseudochirops_coronatus,Pseudochirops,Pseudocheiridae,Diprotodontia,Theria
Coppery Ring-tailed Possum,Pseudochirops_cupreus,Pseudochirops,Pseudocheiridae,Diprotodontia,Theria
Rock Ring-tailed Possum,Pseudochirops_dahlii,Pseudochirops,Pseudocheiridae,Diprotodontia,Theria
Honey Possum,Tarsipes_rostratus,Tarsipes,Tarsipedidae,Diprotodontia,Theria
Mountain Pygmy Possum,Burramys_parvus,Burramys,Burramyidae,Diprotodontia,Theria
Long-tailed Pygmy Possum,Cercartetus_caudatus,Cercartetus,Burramyidae,Diprotodontia,Theria
Western Pygmy Possum,Cercartetus_concinnus,Cercartetus,Burramyidae,Diprotodontia,Theria
Little Pygmy Possum,Cercartetus_lepidus,Cercartetus,Burramyidae,Diprotodontia,Theria
Eastern Pygmy Possum,Cercartetus_nana,Cercartetus,Burramyidae,Diprotodontia,Theria
Mountain Bear Cuscus,Ailurops_furvus,Ailurops,Phalangeridae,Diprotodontia,Theria
Talaud Bear Cuscus,Ailurops_melanotis,Ailurops,Phalangeridae,Diprotodontia,Theria
Common Bear Cuscus,Ailurops_ursinus,Ailurops,Phalangeridae,Diprotodontia,Theria
Small Sulawesi Cuscus,Strigocuscus_celebensis,Strigocuscus,Phalangeridae,Diprotodontia,Theria
Small Sangihe Cuscus,Strigocuscus_sangirensis,Strigocuscus,Phalangeridae,Diprotodontia,Theria
Gebe Cuscus,Phalanger_alexandrae,Phalanger,Phalangeridae,Diprotodontia,Theria
New Britain Cuscus,Phalanger_breviceps,Phalanger,Phalangeridae,Diprotodontia,Theria
Mountain Cuscus,Phalanger_carmelitae,Phalanger,Phalangeridae,Diprotodontia,Theria
Ground Cuscus,Phalanger_gymnotis,Phalanger,Phalangeridae,Diprotodontia,Theria
Eastern Common Cuscus,Phalanger_intercastellanus,Phalanger,Phalangeridae,Diprotodontia,Theria
Woodlark Cuscus,Phalanger_lullulae,Phalanger,Phalangeridae,Diprotodontia,Theria
Blue-eyed Cuscus,Phalanger_matabiru,Phalanger,Phalangeridae,Diprotodontia,Theria
Telefomin Cuscus,Phalanger_matanim,Phalanger,Phalangeridae,Diprotodontia,Theria
Southern Common Cuscus,Phalanger_mimicus,Phalanger,Phalangeridae,Diprotodontia,Theria
Northern Common Cuscus,Phalanger_orientalis,Phalanger,Phalangeridae,Diprotodontia,Theria
Moluccan Cuscus,Phalanger_ornatus,Phalanger,Phalangeridae,Diprotodontia,Theria
Peleng Cuscus,Phalanger_pelengensis,Phalanger,Phalangeridae,Diprotodontia,Theria
Obi Cuscus,Phalanger_rothschildi,Phalanger,Phalangeridae,Diprotodontia,Theria
Silky Cuscus,Phalanger_sericeus,Phalanger,Phalangeridae,Diprotodontia,Theria
Stein's Cuscus,Phalanger_vestitus,Phalanger,Phalangeridae,Diprotodontia,Theria
Admiralty Spotted Cuscus,Spilocuscus_kraemeri,Spilocuscus,Phalangeridae,Diprotodontia,Theria
Common Spotted Cuscus,Spilocuscus_maculatus,Spilocuscus,Phalangeridae,Diprotodontia,Theria
Australian Spotted Cuscus,Spilocuscus_nudicaudatus,Spilocuscus,Phalangeridae,Diprotodontia,Theria
Waigeo Spotted Cuscus,Spilocuscus_papuensis,Spilocuscus,Phalangeridae,Diprotodontia,Theria
Black Spotted Cuscus,Spilocuscus_rufoniger,Spilocuscus,Phalangeridae,Diprotodontia,Theria
Blue-eyed Spotted Cuscus,Spilocuscus_wilsoni,Spilocuscus,Phalangeridae,Diprotodontia,Theria
Short-eared Brush-tailed Possum,Trichosurus_caninus,Trichosurus,Phalangeridae,Diprotodontia,Theria
Mountain Brush-tailed Possum,Trichosurus_cunninghami,Trichosurus,Phalangeridae,Diprotodontia,Theria
Coppery Brush-tailed Possum,Trichosurus_johnstonii,Trichosurus,Phalangeridae,Diprotodontia,Theria
Common Brush-tailed Possum,Trichosurus_vulpecula,Trichosurus,Phalangeridae,Diprotodontia,Theria
Scaly-tailed Possum,Wyulda_squamicaudata,Wyulda,Phalangeridae,Diprotodontia,Theria
Koala,Phascolarctos_cinereus,Phascolarctos,Phascolarctidae,Diprotodontia,Theria
Northern Hairy-nosed Wombat,Lasiorhinus_krefftii,Lasiorhinus,Vombatidae,Diprotodontia,Theria
Southern Hairy-nosed Wombat,Lasiorhinus_latifrons,Lasiorhinus,Vombatidae,Diprotodontia,Theria
Common Wombat,Vombatus_ursinus,Vombatus,Vombatidae,Diprotodontia,Theria
Greater Fairy Armadillo,Calyptophractus_retusus,Calyptophractus,Chlamyphoridae,Cingulata,Theria
Pink Fairy Armadillo,Chlamyphorus_truncatus,Chlamyphorus,Chlamyphoridae,Cingulata,Theria
Screaming Hairy Armadillo,Chaetophractus_vellerosus,Chaetophractus,Chlamyphoridae,Cingulata,Theria
Large Hairy Armadillo,Chaetophractus_villosus,Chaetophractus,Chlamyphoridae,Cingulata,Theria
Six-banded Armadillo,Euphractus_sexcinctus,Euphractus,Chlamyphoridae,Cingulata,Theria
Pichi,Zaedyus_pichiy,Zaedyus,Chlamyphoridae,Cingulata,Theria
Northern Naked-tailed Armadillo,Cabassous_centralis,Cabassous,Chlamyphoridae,Cingulata,Theria
Chacoan Naked-tailed Armadillo,Cabassous_chacoensis,Cabassous,Chlamyphoridae,Cingulata,Theria
Cerrado Naked-tailed Armadillo,Cabassous_squamicaudis,Cabassous,Chlamyphoridae,Cingulata,Theria
Greater Naked-tailed Armadillo,Cabassous_tatouay,Cabassous,Chlamyphoridae,Cingulata,Theria
Amazon Naked-tailed Armadillo,Cabassous_unicinctus,Cabassous,Chlamyphoridae,Cingulata,Theria
Giant Armadillo,Priodontes_maximus,Priodontes,Chlamyphoridae,Cingulata,Theria
Southern Three-banded Armadillo,Tolypeutes_matacus,Tolypeutes,Chlamyphoridae,Cingulata,Theria
Brazilian Three-banded Armadillo,Tolypeutes_tricinctus,Tolypeutes,Chlamyphoridae,Cingulata,Theria
Eastern Greater Long-nosed Armadillo,Dasypus_beniensis,Dasypus,Dasypodidae,Cingulata,Theria
Western Andean Long-nosed Armadillo,Dasypus_fenestratus,Dasypus,Dasypodidae,Cingulata,Theria
Guianan Long-nosed Armadillo,Dasypus_guianensis,Dasypus,Dasypodidae,Cingulata,Theria
Guianan Greater Long-nosed Armadillo,Dasypus_kappleri,Dasypus,Dasypodidae,Cingulata,Theria
Yungas Long-nosed Armadillo,Dasypus_mazzai,Dasypus,Dasypodidae,Cingulata,Theria
Mexican Long-nosed Armadillo,Dasypus_mexicanus,Dasypus,Dasypodidae,Cingulata,Theria
Southern Long-nosed Armadillo,Dasypus_novemcinctus,Dasypus,Dasypodidae,Cingulata,Theria
Western Greater Long-nosed Armadillo,Dasypus_pastasae,Dasypus,Dasypodidae,Cingulata,Theria
Hairy Long-nosed Armadillo,Dasypus_pilosus,Dasypus,Dasypodidae,Cingulata,Theria
Llanos Long-nosed Armadillo,Dasypus_sabanicola,Dasypus,Dasypodidae,Cingulata,Theria
Seven-banded Long-nosed Armadillo,Dasypus_septemcinctus,Dasypus,Dasypodidae,Cingulata,Theria
Southern Maned Three-toed Sloth,Bradypus_crinitus,Bradypus,Bradypodidae,Pilosa,Theria
Pygmy Three-toed Sloth,Bradypus_pygmaeus,Bradypus,Bradypodidae,Pilosa,Theria
Northern Maned Three-toed Sloth,Bradypus_torquatus,Bradypus,Bradypodidae,Pilosa,Theria
Pale-throated Three-toed Sloth,Bradypus_tridactylus,Bradypus,Bradypodidae,Pilosa,Theria
Brown-throated Three-toed Sloth,Bradypus_variegatus,Bradypus,Bradypodidae,Pilosa,Theria
Linnaeus's Two-toed Sloth,Choloepus_didactylus,Choloepus,Choloepodidae,Pilosa,Theria
Hoffmann's Two-toed Sloth,Choloepus_hoffmanni,Choloepus,Choloepodidae,Pilosa,Theria
Amboro Silky Anteater,Cyclopes_catellus,Cyclopes,Cyclopedidae,Pilosa,Theria
Common Silky Anteater,Cyclopes_didactylus,Cyclopes,Cyclopedidae,Pilosa,Theria
Central American Silky Anteater,Cyclopes_dorsalis,Cyclopes,Cyclopedidae,Pilosa,Theria
Rio Negro Silky Anteater,Cyclopes_ida,Cyclopes,Cyclopedidae,Pilosa,Theria
Red Silky Anteater,Cyclopes_rufus,Cyclopes,Cyclopedidae,Pilosa,Theria
Thomas's Silky Anteater,Cyclopes_thomasi,Cyclopes,Cyclopedidae,Pilosa,Theria
Xingu Silky Anteater,Cyclopes_xinguensis,Cyclopes,Cyclopedidae,Pilosa,Theria
Giant Anteater,Myrmecophaga_tridactyla,Myrmecophaga,Myrmecophagidae,Pilosa,Theria
Northern Tamandua,Tamandua_mexicana,Tamandua,Myrmecophagidae,Pilosa,Theria
Southern Tamandua,Tamandua_tetradactyla,Tamandua,Myrmecophagidae,Pilosa,Theria
Short-snouted Sengi,Elephantulus_brachyrhynchus,Elephantulus,Macroscelididae,Macroscelidea,Theria
Cape Rock Sengi,Elephantulus_edwardii,Elephantulus,Macroscelididae,Macroscelidea,Theria
Dusky-footed Sengi,Elephantulus_fuscipes,Elephantulus,Macroscelididae,Macroscelidea,Theria
Dusky Sengi,Elephantulus_fuscus,Elephantulus,Macroscelididae,Macroscelidea,Theria
Bushveld Sengi,Elephantulus_intufi,Elephantulus,Macroscelididae,Macroscelidea,Theria
Eastern Rock Sengi,Elephantulus_myurus,Elephantulus,Macroscelididae,Macroscelidea,Theria
Karoo Rock Sengi,Elephantulus_pilicaudus,Elephantulus,Macroscelididae,Macroscelidea,Theria
Western Rock Sengi,Elephantulus_rupestris,Elephantulus,Macroscelididae,Macroscelidea,Theria
Somali Sengi,Galegeeska_revoilii,Galegeeska,Macroscelididae,Macroscelidea,Theria
Rufous Sengi,Galegeeska_rufescens,Galegeeska,Macroscelididae,Macroscelidea,Theria
Namib Round-eared Sengi,Macroscelides_flavicaudatus,Macroscelides,Macroscelididae,Macroscelidea,Theria
Etendeka Round-eared Sengi,Macroscelides_micus,Macroscelides,Macroscelididae,Macroscelidea,Theria
Karoo Round-eared Sengi,Macroscelides_proboscideus,Macroscelides,Macroscelididae,Macroscelidea,Theria
Four-toed Sengi,Petrodromus_tetradactylus,Petrodromus,Macroscelididae,Macroscelidea,Theria
North African Sengi,Petrosaltator_rozeti,Petrosaltator,Macroscelididae,Macroscelidea,Theria
Golden-rumped Sengi,Rhynchocyon_chrysopygus,Rhynchocyon,Macroscelididae,Macroscelidea,Theria
Chequered Sengi,Rhynchocyon_cirnei,Rhynchocyon,Macroscelididae,Macroscelidea,Theria
Black-and-rufous Sengi,Rhynchocyon_petersi,Rhynchocyon,Macroscelididae,Macroscelidea,Theria
White-tailed Sengi,Rhynchocyon_stuhlmanni,Rhynchocyon,Macroscelididae,Macroscelidea,Theria
Gray-faced Sengi,Rhynchocyon_udzungwensis,Rhynchocyon,Macroscelididae,Macroscelidea,Theria
Fynbos Golden Mole,Amblysomus_corriae,Amblysomus,Chrysochloridae,Afrosoricida,Theria
Hottentot Golden Mole,Amblysomus_hottentotus,Amblysomus,Chrysochloridae,Afrosoricida,Theria
Marley's Golden Mole,Amblysomus_marleyi,Amblysomus,Chrysochloridae,Afrosoricida,Theria
Robust Golden Mole,Amblysomus_robustus,Amblysomus,Chrysochloridae,Afrosoricida,Theria
Highveld Golden Mole,Amblysomus_septentrionalis,Amblysomus,Chrysochloridae,Afrosoricida,Theria
Yellow Golden Mole,Calcochloris_obtusirostris,Calcochloris,Chrysochloridae,Afrosoricida,Theria
Congo Golden Mole,Huetia_leucorhina,Huetia,Chrysochloridae,Afrosoricida,Theria
Somali Golden Mole,Huetia_tytonis,Huetia,Chrysochloridae,Afrosoricida,Theria
Gunning's Golden Mole,Neamblysomus_gunningi,Neamblysomus,Chrysochloridae,Afrosoricida,Theria
Juliana's Golden Mole,Neamblysomus_julianae,Neamblysomus,Chrysochloridae,Afrosoricida,Theria
Arends's Golden Mole,Carpitalpa_arendsi,Carpitalpa,Chrysochloridae,Afrosoricida,Theria
Duthie's Golden Mole,Chlorotalpa_duthieae,Chlorotalpa,Chrysochloridae,Afrosoricida,Theria
Sclater's Golden Mole,Chlorotalpa_sclateri,Chlorotalpa,Chrysochloridae,Afrosoricida,Theria
Cape Golden Mole,Chrysochloris_asiatica,Chrysochloris,Chrysochloridae,Afrosoricida,Theria
Stuhlmann's Golden Mole,Chrysochloris_stuhlmanni,Chrysochloris,Chrysochloridae,Afrosoricida,Theria
Visagie's Golden Mole,Chrysochloris_visagiei,Chrysochloris,Chrysochloridae,Afrosoricida,Theria
Giant Golden Mole,Chrysospalax_trevelyani,Chrysospalax,Chrysochloridae,Afrosoricida,Theria
Rough-haired Golden Mole,Chrysospalax_villosus,Chrysospalax,Chrysochloridae,Afrosoricida,Theria
De Winton's Golden Mole,Cryptochloris_wintoni,Cryptochloris,Chrysochloridae,Afrosoricida,Theria
Van Zyl's Golden Mole,Cryptochloris_zyli,Cryptochloris,Chrysochloridae,Afrosoricida,Theria
Grant's Golden Mole,Eremitalpa_granti,Eremitalpa,Chrysochloridae,Afrosoricida,Theria
Nimba Otter-shrew,Micropotamogale_lamottei,Micropotamogale,Potamogalidae,Afrosoricida,Theria
Rwenzori Otter-shrew,Micropotamogale_ruwenzorii,Micropotamogale,Potamogalidae,Afrosoricida,Theria
Giant Otter-shrew,Potamogale_velox,Potamogale,Potamogalidae,Afrosoricida,Theria
Large-eared Tenrec,Geogale_aurita,Geogale,Tenrecidae,Afrosoricida,Theria
Short-tailed Shrew Tenrec,Microgale_brevicaudata,Microgale,Tenrecidae,Afrosoricida,Theria
